,State,Year,Total Housing Units,House Heating Fuel: Gas,House Heating Fuel: Propane,House Heating Fuel: Electric,House Heating Fuel: Fuel Oil,House Heating Fuel: Wood,Year Built: 2010-2013,Year Built: 2000-2009,Year Built: 1990-1999,Year Built: 1980-1989,Year Built: 1970-1979,Year Built: 1960-1969,Year Built: 1950-1959,Year Built: 1940-1949,Year Built: before 1940,Units in Structure: 1 DETACHED,Units in Structure: 1 ATTACHED,Units in Structure: 2,Units in Structure: 3-4,Units in Structure: 5-9,Units in Structure: 10-19,Units in Structure: 20-49,Units in Structure: 50+,Units in Structure: Mobile Home,"Units in Structure: Boat,RV,Van,Etc.",Number of Rooms: 1,Number of Rooms: 2,Number of Rooms: 3,Number of Rooms: 4,Number of Rooms: 5,Number of Rooms: 6,Number of Rooms: 7,Number of Rooms: 8,Number of Rooms: 9+,Median Number of Rooms,Owner-Occupied,Renter-Occupied,Avg household size of owner-occupied unit,Avg household size of renter-occupied unit,Household Income: Total:,"Household Income: Less than $10,000","Household Income: $10,000 to $14,999","Household Income: $15,000 to $19,999","Household Income: $20,000 to $24,999","Household Income: $25,000 to $29,999","Household Income: $30,000 to $34,999","Household Income: $35,000 to $39,999","Household Income: $40,000 to $44,999","Household Income: $45,000 to $49,999","Household Income: $50,000 to $59,999","Household Income: $60,000 to $74,999","Household Income: $75,000 to $99,999","Household Income: $100,000 to $124,999","Household Income: $125,000 to $149,999","Household Income: $150,000 to $199,999","Household Income: $200,000 or more",Median Household Income,Total Population,Year Built: 2014 or later
47,Maine,2016,730786,41879,52621,33543,333900,55290,16415,106570,91225,104656,97440,51683,52532,32809,170563,515814,18560,36200,38832,28149,10687,12736,10294,59442,72,20179,27218,71655,133497,141217,128317,84800,57460,66443,5.3,974221,321366,2.55,2.15,531660,32918,29965,29553,28398,28149,28435,24679,23358,23218,43005,59421,67780,45198,25675,22109,19799,53079.0,1331479,6893.0
48,Maryland,2016,2447211,964198,74399,907586,196298,25816,69707,282541,344529,377081,357167,277433,279579,127816,296217,1252355,530167,37393,53787,118632,201188,56729,162019,33674,1267,41194,47154,182020,315861,347834,410379,333828,279693,489248,6.2,3982324,1893588,2.75,2.53,2194657,114351,63035,69100,73594,72097,74650,73947,77376,71426,152637,207214,296394,237121,171453,208856,231406,78945.0,6016447,35141.0
49,Massachusetts,2016,2858087,1332610,81858,405055,688925,35051,48718,199071,215062,305688,339086,285125,325673,160122,951379,1489395,145650,292932,308861,164745,120407,122166,190134,22711,1086,73657,92265,285861,452638,517915,497031,347495,260247,330978,5.5,4338676,2220517,2.71,2.26,2579398,150324,111493,99450,96097,86177,97932,94390,89361,79520,158994,221610,321572,263456,193846,235468,279708,75297.0,6811779,28163.0
50,Michigan,2016,4560164,2981789,318742,368144,43761,116271,57257,456173,603573,461467,713124,544383,678668,347721,666185,3278986,225030,104381,118783,187942,160701,98157,144926,240460,798,70324,89589,342330,627241,933758,898631,593369,428836,576086,5.7,7053813,2644021,2.58,2.29,3884153,282702,192393,204042,210055,191279,212988,186744,189850,168833,317209,400421,469989,317278,186785,180780,172805,52492.0,9928300,31613.0
51,Minnesota,2016,2409701,1424382,217584,377952,38619,46247,56522,360017,322361,311004,359075,224464,239645,109029,392968,1620174,176474,51360,49178,49847,82797,122059,177968,79572,272,47610,70907,215863,339609,350958,357594,310247,262746,454167,6.0,4018532,1368877,2.62,2.22,2148725,99348,88525,85744,95223,84498,93089,93567,91328,86602,166874,225942,298663,217427,137087,146364,138444,65599.0,5519952,34616.0
0,Mississippi,2016,1307492,343978,114510,610496,2470,14521,44728,223604,224102,195037,246572,145440,104160,46928,58211,906923,15492,30928,41693,55091,32501,13797,12704,197405,958,18839,21745,80134,209459,334275,267510,166303,101748,107479,5.5,1958013,937653,2.67,2.63,1091245,113124,87136,71206,70160,59619,62688,55973,57215,41870,86198,98865,117664,68367,37809,34786,28565,41754.0,2988726,18710.0
1,Missouri,2016,2760226,1220773,202010,841931,4349,85233,75128,385926,387680,336097,419946,306225,283964,136615,397209,1929159,88337,98516,132552,112250,96855,57052,68366,175558,1581,42185,57676,205443,428705,590098,522608,335348,243277,334886,5.6,4057499,1860104,2.59,2.31,2372190,160615,122649,123789,128270,123224,133429,123373,117476,107254,200473,248099,296437,188700,102034,102670,93698,51746.0,6093000,31436.0
2,Montana,2016,497749,218417,47891,104012,4364,33708,18718,74682,67320,57856,85940,39871,47160,25184,72064,345631,18861,13783,22683,12664,10179,11847,9151,52341,609,16182,16423,47673,85088,94004,72961,53470,42137,69811,5.4,714390,299258,2.52,2.25,416125,26734,24786,22330,22193,22568,24449,22135,22241,20513,33707,43775,50902,29940,18585,15669,15598,50027.0,1042520,8954.0
3,Nebraska,2016,827191,439082,50453,238643,2507,9607,26468,95429,96418,77096,133028,91071,77632,41474,175074,601098,34082,16489,24412,32267,35876,31716,23229,27691,331,12775,21137,65496,120387,136875,127776,106968,87084,148693,5.9,1269881,584881,2.6,2.26,747562,45794,33266,31084,37602,38037,40412,36761,35558,33429,57950,83173,99028,69003,37347,37665,31453,56927.0,1907116,13501.0
4,Nevada,2016,1221759,623652,28287,369932,7190,13487,41613,338399,337954,187077,155126,78302,35414,12446,14452,727062,58882,15783,75281,91505,70533,38891,77541,64724,1557,40897,42813,131200,218484,256289,221141,137192,87204,86539,5.2,1606078,1296060,2.78,2.72,1055158,68507,42720,53143,53188,56693,57215,50798,53783,44637,87876,116975,135242,88474,54275,45943,45689,55180.0,2940058,20976.0
5,New Hampshire,2016,625337,110428,81949,48677,229187,35047,11148,73671,62083,123879,93521,57496,46272,21894,129249,399831,34548,33346,34866,29595,19012,26809,12039,34897,394,12173,19668,53882,104738,111039,106725,82978,61152,72982,5.6,952421,339978,2.61,2.18,520643,20890,15933,18190,18067,21680,22695,21064,17717,21086,39534,57994,75337,56445,33685,41092,39234,70936.0,1334795,6124.0
6,New Jersey,2016,3604688,2389530,59916,423650,271179,13466,61443,327840,345665,419759,450456,492671,538598,268580,661286,1919230,349756,336411,231835,171187,175694,137667,248971,32969,968,88493,80584,366816,555962,610323,574384,449536,369750,508840,5.7,5720059,3038503,2.83,2.59,3194519,170029,118862,123335,121889,120881,113762,112003,110312,100527,207103,277719,390127,328144,220764,295764,383298,76126.0,8944469,38390.0
7,New Mexico,2016,917641,497976,54610,138982,1236,51892,24792,141631,161659,156197,162653,95773,85908,35336,39572,589893,31748,17478,33228,29094,24332,16180,22551,151525,1612,26077,22731,71420,163066,228471,182224,105865,59465,58322,5.3,1391030,646858,2.72,2.62,758364,66983,48930,50025,48054,40353,38164,35107,37564,34581,59437,73011,87486,55708,29307,26732,26922,46748.0,2081015,14120.0
8,New York,2016,8232039,4227422,273838,860856,1540787,126890,134529,519366,503176,634844,805485,1017958,1202304,685689,2678317,3436829,406772,864480,583094,430914,350152,668515,1299981,188494,2808,358834,300858,1237961,1543935,1357128,1213558,836011,609836,773918,5.0,10744531,8424794,2.8,2.5,7209054,543763,352029,322683,327051,297201,316465,285531,277776,239908,485826,648930,864777,646586,432309,521545,646674,62909.0,19745289,50371.0
9,North Carolina,2016,4540697,943290,275766,2454377,118701,64774,179609,902252,889128,713897,625959,422925,320908,163789,236913,2948390,186934,99358,125240,207490,188566,113189,84832,584847,1851,72008,76030,313289,778074,1049774,845343,549286,367011,489882,5.5,6444693,3446133,2.58,2.48,3882423,282491,228088,209825,212659,206371,215759,190497,199257,170320,318567,395160,468022,288626,160589,166800,169392,50584.0,10146788,85317.0
10,North Dakota,2016,368545,126758,40651,130063,8528,1900,32489,40621,39715,39552,65989,33032,32172,18336,49736,214653,21915,6063,13362,16385,21897,35310,14081,24809,70,8316,12927,36478,61468,58938,49877,41510,32452,66579,5.6,500838,231015,2.51,1.99,315134,19233,13042,14280,14087,14895,13485,12481,13526,13927,26821,34340,42836,33549,18175,15300,15157,60656.0,757953,16903.0
11,Ohio,2016,5164400,3035341,240410,1100194,100460,85870,84679,499270,607458,457311,729155,624680,733511,326541,1061348,3542818,231926,224438,234318,249744,201720,104596,182888,190643,1309,75452,86683,351892,694387,1000585,1033488,727149,518477,676287,5.9,7678630,3622518,2.54,2.26,4624669,348316,239177,242415,247564,226903,241658,220109,230593,196062,389125,485024,569956,371140,222552,202421,191654,52334.0,11614373,40447.0
12,Oklahoma,2016,1721072,767875,95067,568080,2554,23848,70144,250885,200654,248762,313666,202421,174687,93586,135063,1250945,36090,30657,47582,70365,56772,28624,34329,163108,2600,34290,34414,122079,278687,439860,348061,208822,121013,133846,5.4,2523377,1290316,2.65,2.5,1469342,115205,83089,85175,82570,81110,83843,76299,72709,62985,118920,154008,173482,110972,60746,56790,51439,49176.0,3923561,31204.0
13,Oregon,2016,1732887,591804,27363,800942,31671,102144,44814,250408,293493,189444,337514,159165,141829,91020,198683,1098386,81994,47600,76929,76456,64700,53357,88196,140867,4402,50175,70321,151076,295956,338755,300749,201890,139620,184345,5.4,2549431,1455256,2.63,2.42,1571678,92835,70974,71622,82751,80628,77257,69794,69584,69560,126752,167833,200748,141726,81530,85302,82782,57532.0,4093465,26517.0
14,Pennsylvania,2016,5611995,2551248,209719,1133797,805822,125583,94408,484855,543836,529592,688786,574429,757750,420605,1473069,3196708,1041696,251391,233909,182654,141408,113780,229106,220403,940,116015,123190,401384,697245,903783,1187376,818304,598951,765747,6.0,8830238,3526565,2.61,2.27,4937771,317031,232847,246866,253987,235516,240897,223903,224617,198180,396893,508245,619424,430798,271382,271744,265441,56907.0,12784227,44665.0
27,Puerto Rico,2016,1555880,1464,13578,137414,247,328,11948,202064,240963,263232,355439,265954,131409,51870,30493,1065933,176279,51604,48076,68205,50678,27086,63555,4464,0,29304,50511,140743,390943,579976,240078,68128,34749,21448,4.8,2340317,1031373,2.85,2.67,1208438,342334,140713,119556,99169,80696,68840,60951,45868,38249,57530,58494,45000,21829,9981,11004,8224,20078.0,3411307,2508.0
15,Rhode Island,2016,462598,221544,10488,43722,122343,6219,3123,30327,35460,51599,56055,53810,55684,34218,141202,246822,15443,53414,55663,28802,19700,12639,25540,4481,94,13042,15073,50521,79737,98698,84063,50531,32191,38742,5.2,630113,383561,2.66,2.24,408239,29613,24059,16734,19759,19046,17225,17184,18697,14313,25511,41106,50094,41210,25642,25913,22133,60596.0,1056426,1120.0
16,South Carolina,2016,2236262,413862,70890,1351704,14375,15939,90243,444749,434928,358592,337101,209212,151017,70138,90836,1406900,70730,45685,62172,92988,75058,58350,54284,369050,1045,29129,32587,124250,368169,523742,434787,284856,202644,236098,5.6,3339248,1485289,2.59,2.52,1877887,154474,106392,97731,106097,102722,105611,91373,94963,87555,156557,186920,222541,144530,74673,75894,69854,49501.0,4961119,49446.0
17,South Dakota,2016,383827,155319,50018,109209,6854,5699,16254,59104,46870,36735,62724,33165,34833,16243,68812,261245,13182,6388,12139,13890,17208,17378,9388,32890,119,7988,9721,34278,57500,66457,58015,44546,41918,63404,5.8,587937,243507,2.62,2.22,334003,22031,15340,15469,15887,15941,19304,15835,17382,15574,29500,37475,48097,26814,14116,12875,12363,54467.0,865454,9087.0
18,Tennessee,2016,2919698,818768,99337,1570459,9798,47265,98032,489691,530899,420961,452442,302294,257982,138201,176830,1991646,89256,91690,93383,143063,112949,62141,65277,268399,1894,44940,46035,186340,477025,630775,572458,373741,249856,338528,5.6,4307160,2191055,2.59,2.46,2556332,201420,136845,145997,157846,141700,143315,131448,134289,114431,213885,256308,298237,177687,102092,102869,97963,48547.0,6651194,52366.0
19,Texas,2016,10754268,3407001,273637,5754927,8943,32735,588370,2130238,1626983,1744659,1690297,978117,882231,386705,392088,6983186,284598,197853,351466,507305,674135,401598,553718,785584,14825,224355,331049,1140603,1787470,2263312,1940312,1234667,816515,1015985,5.3,17401500,9852892,2.99,2.66,9535612,620911,441878,442937,493657,468636,482096,431145,445472,386993,765605,952667,1135586,826591,497891,536320,607227,56565.0,27862596,334580.0
21,Utah,2016,1054242,780281,17949,124537,1165,11655,52355,216329,183885,132134,172979,77568,73882,37163,76235,727987,63418,31813,47596,33163,46628,35580,34182,33114,761,17059,22489,68161,143440,156609,134557,125534,129353,257040,6.4,2175433,830008,3.3,2.92,943147,40059,30734,31314,36827,35216,41991,39723,45254,37757,82108,117782,140905,99298,58652,56377,49150,65977.0,3051217,31712.0
20,Vermont,2016,329539,46388,42621,14097,106498,39455,7545,39499,35446,54173,50917,28296,21000,10022,79769,219066,13669,17388,22110,17118,7212,7361,4963,20594,58,13447,10820,28847,51988,57486,59837,39295,30199,37620,5.5,441532,157822,2.48,2.05,254851,14019,15503,11702,12704,12410,13077,11202,10816,9377,21228,26117,34858,22953,13880,12789,12216,57677.0,624594,2872.0
22,Virginia,2016,3491185,1032532,141229,1699116,146013,74887,115854,541074,560496,568821,556083,368663,311584,151938,265865,2141813,389824,60048,100268,160490,202127,67244,185483,182937,951,57285,66003,241604,492783,601444,577456,445949,387811,620850,6.0,5464595,2705587,2.68,2.5,3120692,174991,120904,119111,123015,115461,135007,123158,127506,117366,228933,301481,400490,299429,205546,237472,290822,68114.0,8411808,50807.0
23,Washington,2016,3025802,948151,83921,1540628,49076,117058,110614,460508,512682,404379,481600,288798,233837,151699,317658,1924093,115387,71759,107796,140051,153765,132868,185141,188530,6412,93041,111411,291825,486008,513193,485532,370302,283798,390692,5.5,4625490,2519920,2.67,2.43,2768076,147496,104035,100694,109037,103271,117364,115214,117894,109873,212614,284971,377218,282053,176974,197643,211725,67106.0,7288000,64027.0
24,West Virginia,2016,886710,297134,33741,318972,19781,42897,19786,113384,110239,110827,141192,80640,93908,65700,144058,622524,20336,17682,23209,26139,16570,10657,13133,136141,319,20432,13141,48943,134418,193025,181679,124089,80178,90805,5.7,1313624,469451,2.51,2.36,722125,70246,47390,46462,46676,43192,42351,37673,36081,29773,58656,68675,80031,48713,26506,21472,18228,43385.0,1831102,6976.0
25,Wisconsin,2016,2668443,1516856,257731,379170,47379,87464,55774,342321,375356,268282,386234,261529,291754,148264,513749,1768599,115162,169394,100324,129327,90322,105841,93036,95745,693,52228,65793,230137,436572,538042,462292,325557,236185,321637,5.5,3948919,1683530,2.55,2.17,2326998,126514,110661,111164,117376,109293,121366,110720,110657,100956,198037,250919,322089,211568,122298,107245,96135,56811.0,5778709,25180.0
26,Wyoming,2016,270625,137875,20581,49466,940,11184,10389,42434,32955,40443,52842,20081,24972,11988,30139,179295,12160,5930,14222,7684,6295,5900,2777,36239,123,5253,4827,19914,48582,46496,47887,32900,23617,41149,5.7,405816,165395,2.64,2.37,223619,11596,10085,10995,11036,11685,8831,11241,11922,8902,15675,25437,30199,23243,12901,11364,8507,59882.0,585501,4382.0
52,US,2016,137258655,57124702,5560361,46180498,5744126,2201597,3764053,19461321,19037312,18592410,21144265,14762494,14274164,6895470,17361533,84519972,8155771,5003659,6044546,6552515,6085504,4947028,7407616,8440466,101578,3239864,3651818,12425202,22792411,27484879,24450499,16376977,11687736,15149269,287.29999999999995,206333599,112085727,139.40999999999997,126.69000000000001,120068503,8306118,5840262,5734927,6027540,5582594,5846735,5399153,5426105,4772871,9266556,11908857,14717995,10334610,6364999,6935917,7603264,56406.0,326538822,1965633.0
28,Alabama,2017,316968,120375,4456,33262,74844,12492,8538,55690,41399,80232,73767,27776,15142,4575,5369,198319,25568,17076,22198,13478,9002,11067,4850,14685,725,20114,25084,41009,61070,57841,40379,28694,19846,22931,4.7,471397,240853,2.96,2.64,250741,11015,7426,7176,9512,10415,9318,8583,9266,73345,145832,179351,207158,141606,83325,71675,66575,48123.0,4874747,4480.0
29,Alaska,2017,2258669,494568,106561,1213135,2594,16806,82579,356867,409913,334114,365377,251700,191347,91646,115075,1532154,32870,51442,67368,97107,78662,42090,48490,305749,2737,33767,26572,125032,328321,520041,470232,315090,192278,247336,5.7,3324874,1430900,2.65,2.43,1841665,158986,119369,114097,110413,92766,100521,88245,88401,8733,20084,26500,33858,29474,19934,21169,18278,73181.0,739795,60051.0
30,Arizona,2017,2999185,830017,69551,1560459,1069,49249,95266,731792,586085,517784,509724,221463,156953,43642,44895,1939478,146269,39482,98192,121005,130585,77434,133545,300378,12817,81645,111359,292329,505061,642516,551293,357424,236983,220575,5.3,4473784,2387343,2.71,2.65,2552972,171864,108607,115412,131184,119655,123962,121381,127430,109353,209144,267825,323345,223765,130907,132235,136903,56581.0,7016270,91581.0
31,Arkansas,2017,1370109,440170,75397,591893,1380,38367,58611,224841,248579,209191,244383,141968,90916,47356,63018,957559,19501,40078,45766,48876,53308,18148,17560,167714,1599,28801,24456,93660,227162,345717,283711,158306,99136,109160,5.4,1940297,979040,2.58,2.44,1153082,94234,76067,67167,74447,71075,65007,57268,62106,51609,92950,116995,126196,76726,41405,45642,34188,45869.0,3004279,41246.0
32,California,2017,14177270,8370720,420817,3452150,32051,197217,253036,1582880,1522735,2155091,2481692,1884146,1909367,831629,1317565,8199891,1010379,342567,770463,844841,735724,703150,1035668,519658,14929,574166,590558,1672707,2741852,2784225,2403237,1488422,978928,943175,5.0,21606648,17112143,3.03,2.91,13005097,659187,560260,482569,545801,471499,517269,476861,497501,441583,870473,1205037,1602652,1272738,863160,1097134,1441373,71805.0,39536653,239129.0
33,Colorado,2017,2385495,1483056,98538,483786,1823,39595,77524,409357,397312,345094,441721,197274,178768,65861,187937,1506014,165610,42249,73355,111073,132664,124103,134008,94905,1514,52706,91453,235695,364206,365469,351243,280786,233098,410839,5.7,3688160,1799705,2.64,2.42,2139207,110134,71861,70348,78795,79471,87540,91614,89530,86726,164099,219255,290530,220777,147368,163468,167691,69117.0,5607154,84647.0
36,Connecticut,2017,1517495,478136,55608,219208,562247,24510,20394,102779,113815,188717,197041,208578,221929,95554,353216,900627,83131,119504,132115,80228,52840,56327,81391,11234,98,33473,45998,139194,226659,280097,262705,199834,143625,185910,5.6,2415808,1057838,2.69,2.31,1356762,66601,49375,45026,51725,47653,53010,48045,53022,50037,97066,122375,170883,132752,97256,118196,153740,74168.0,3588184,15472.0
34,Delaware,2017,432853,156142,33703,123152,36593,3642,19499,82286,63802,56501,53521,41412,41400,21693,34472,252594,68872,7605,9450,16309,26927,7950,11653,31086,407,5658,5027,21094,53871,71560,80981,71652,54680,68330,6.2,673329,263576,2.65,2.53,357937,25688,15113,12419,15207,14389,18798,14436,13327,13692,25865,38165,48224,31982,20333,25921,24378,62852.0,961939,18267.0
35,District of Columbia,2017,314843,149570,2821,119653,4057,58,11579,24951,9548,14643,23595,41493,38616,32005,106956,40136,76638,9412,19932,22674,26974,23957,94571,485,64,25171,31922,67691,53847,32590,33069,23747,16371,30435,4.1,297580,356457,2.5,2.19,281475,25954,12839,9387,9790,9291,6905,6410,6532,6944,13646,22675,31279,27131,19177,26481,47034,82372.0,693972,11457.0
37,Florida,2017,9441585,351403,62817,7100222,10763,10638,264653,1793578,1593189,1911407,1668848,851504,675129,183482,207422,5139425,589263,197887,374130,460321,534477,556760,734812,841439,13071,193169,235502,946678,2001420,2150442,1689031,1002307,620380,602656,5.1,13302554,7253700,2.66,2.71,7689964,530728,360687,392120,420934,390980,409671,393791,390552,337451,640154,775966,924971,592451,347442,367632,414434,52594.0,20984400,292373.0
38,Georgia,2017,4282254,1470240,170519,2050296,6546,26267,122568,917725,892171,715561,584051,370347,258241,117294,180553,2852811,169083,91124,127997,198552,190908,114876,157422,376636,2845,55647,62289,266556,621419,846522,816628,566420,421802,624971,5.9,6522094,3648492,2.77,2.62,3745074,263743,173611,179219,193125,176823,187913,174848,174420,153438,288810,384654,466089,311558,195726,204692,216405,56183.0,10429379,123743.0
